filename,split,k_brightness,k_contrast,k_saturation
img_000000.jpg,train,0.5949540639532089,0.5834285552225026,0.8049357594825179
img_000001.jpg,train,0.6250605760351666,0.3717294606825223,1.0
img_000002.jpg,train,0.5682262818255843,0.38827219527902673,0.6066810904771603
img_000003.jpg,train,0.4082763848779211,0.39253701379119715,0.6642234300835954
img_000004.jpg,train,0.43094392769248896,0.6888008535450312,0.6274219601289249
img_000005.jpg,train,0.5419459419722762,0.5802294913656435,0.6133788940444318
img_000006.jpg,train,0.4819915989710479,0.5492055447320882,0.6889291067210993
img_000007.jpg,train,0.40321901650488884,0.5396424249668829,0.6186920670033748
img_000008.jpg,train,0.581302126640746,0.38926312424607357,1.0
img_000009.jpg,train,0.7117048210713551,0.7597693122799538,0.588272948395877
img_000010.jpg,train,0.6152113120127125,0.41602053606037986,1.0
img_000011.jpg,train,0.4511786861801217,0.5169469137717418,0.8052980208732959
img_000012.jpg,train,0.5529607542714228,0.7214604335952085,0.7374396361496797
img_000013.jpg,train,0.40429971943552606,0.6068590463156501,0.8318998583785017
img_000014.jpg,train,0.41541562010495686,0.3692470037178405,1.0
img_000015.jpg,train,0.5571170516476295,0.5429603535677504,0.8746081490623369
img_000016.jpg,train,0.529814400650597,0.7125987068668058,0.738424740282149
img_000017.jpg,train,0.434716459215696,0.5242567179788046,0.796086259113701
img_000018.jpg,train,0.6538773422495271,0.4314448190649685,0.7026132860361761
img_000019.jpg,train,0.3846164015871018,0.4409300926437007,0.7832161157417871
img_000020.jpg,train,0.4235502648095187,0.6545559073222321,0.6586955235662771
img_000021.jpg,train,0.6514878406730845,0.5557058423122282,1.0
img_000022.jpg,train,0.5790270715832743,0.5645274160806074,0.8935816128634716
img_000023.jpg,train,0.4082066798131538,0.46514572418625866,0.987924128933635
img_000024.jpg,train,0.5567357447246383,0.39988773258064203,1.0
img_000025.jpg,train,0.7229338240385942,0.5779592376365458,0.869114294392991
img_000026.jpg,train,0.5809713322855595,0.757081413402882,0.7752542790893061
img_000027.jpg,train,0.6313795351691747,0.5202931837768819,0.6398224518640793
img_000028.jpg,train,0.5180157032989867,0.6127982439658989,1.0
img_000029.jpg,train,0.7224314998594634,0.5968191483343875,0.7861737035001644
img_000030.jpg,train,0.43251628927677704,0.4230945547116754,0.8937472423558813
img_000031.jpg,train,0.4840721964282683,0.6056271334330598,0.6328042831165218
img_000032.jpg,train,0.40981230882955444,0.5847077149988554,1.0
img_000033.jpg,train,0.4986273579139544,0.6336280697764779,0.9543881725595861
img_000034.jpg,train,0.5142803271062294,0.5083166865382659,0.6404149813661056
img_000035.jpg,train,0.38535702878831124,0.6531071817946134,0.652035640764877
img_000036.jpg,train,0.5952563537635583,0.4994144443745645,0.6992661470114936
img_000037.jpg,train,0.6869757927608241,0.727887801724688,1.0
img_000038.jpg,train,0.5009779917500099,0.6206912461405216,0.9143450824884838
img_000039.jpg,train,0.3918499302791461,0.6986416035302773,1.0
img_000040.jpg,train,0.46906849442732296,0.5293876265495271,0.604847321178854
img_000041.jpg,train,0.6360870656255949,0.7264704284994474,0.691530381538009
img_000042.jpg,train,0.46015669692193084,0.7231627747255059,0.7095747349169103
img_000043.jpg,train,0.7606175325974394,0.46570248228763883,1.0
img_000044.jpg,train,0.37936172288667125,0.5488674348628843,0.8094765466076049
img_000045.jpg,train,0.4433507939563353,0.5707668197949934,0.9660501971146365
img_000046.jpg,train,0.7408616826271874,0.42304691837181824,0.6796479198193166
img_000047.jpg,train,0.6883501658816763,0.7285325039091801,0.8425594999155592
img_000048.jpg,train,0.7199034913999975,0.6750066351754357,0.6427168735296366
img_000049.jpg,train,0.6795382817754274,0.5297551630823846,0.931542853617566
img_000050.jpg,train,0.7150163061516878,0.7515693510636196,1.0
img_000051.jpg,train,0.714591891222411,0.4762975557065028,0.8145457497329031
img_000052.jpg,train,0.37047018022394135,0.5359632483900323,0.5906633472566977
img_000053.jpg,train,0.41542083425657106,0.6997080796091136,0.7856605213730984
img_000054.jpg,train,0.7122051034737936,0.4924156116344278,1.0
img_000055.jpg,train,0.38128624649206744,0.5042774326220534,1.0
img_000056.jpg,train,0.5734585542154536,0.42000072432973035,1.0
img_000057.jpg,train,0.542742778360763,0.38806503067462633,0.6640272016381513
img_000058.jpg,train,0.5383436683281491,0.441299846918292,0.9727370768848047
img_000059.jpg,train,0.6737806974606323,0.48718483345468355,1.0
img_000060.jpg,train,0.6878569292941427,0.5864552368112531,1.0
img_000061.jpg,train,0.7025202744586987,0.6715847754272519,0.9407497319365957
img_000062.jpg,train,0.3801524892827695,0.6382781706503767,0.6147046073203908
img_000063.jpg,train,0.6668999461784074,0.713533022879241,1.0
img_000064.jpg,train,0.45223673613269505,0.6352459069383984,0.740810733076714
img_000065.jpg,train,0.7425005570282724,0.6054073485799694,1.0
img_000066.jpg,train,0.38274614363322385,0.5057973318239958,0.7628697431957121
img_000067.jpg,train,0.4212648676308944,0.617921673788277,0.6898302078172214
img_000068.jpg,train,0.5790523743504674,0.4008958199652192,0.8815698233877444
img_000069.jpg,train,0.5281241995632754,0.44165527564764906,0.8806000987790158
